ORGANIZATION_CODE;COD_ITEM;DESCRICAO;DESCRICAO_US;Transaction Condition Class;Item Origin;NCM;Item Fiscal Type;Federal Tributary Situation;State Tributary Situation;Inventory Item Application;CEST;Alphanumeric Barcode;Service Code;GLOBAL_ATTRIBUTE12;Global Trade Item Number;EX Code;Income Nature Indicator;Import Content;Foreign Portion Value;GLOBAL_ATTRIBUTE18;Import Content Form Number;Service Nomenclature Code;Reinf Service Classfication;Reinf Service Code;INCOME_NATURE_CODE;UNIT_WEIGHT;SALES_ACC;ITEM_TYPE
223;1F26-04132;MOLDE P ABERTO;OPEN P MOLD;CONSUMABLE MATERIAL CREDIT;1;84807100;99;99;90;INV;0;;;;0;;;0;0;;0;;;;;0,5238;709.223999.310110.99.99.999.99999.99999;Expense Item
223;1F26-04155;MOLDE PARA TAMPA ABERTA;MOLD FOR OPEN LID;CONSUMABLE MATERIAL CREDIT;1;84807100;99;99;90;INV;0;;;;0;;;0;0;;0;;;;;0,11;709.223999.310110.99.99.999.99999.99999;Expense Item
223;1F26-04156;MOLDE PARA TAMPA FECHADA;MOLD FOR CLOSED LID;CONSUMABLE MATERIAL CREDIT;1;84807100;99;99;90;INV;0;;;;0;;;0;0;;0;;;;;0,11;709.223999.310110.99.99.999.99999.99999;Expense Item
223;1F26-04180;MOLDE P FECHADO;CLOSED P MOLD;CONSUMABLE MATERIAL CREDIT;1;84807100;99;99;90;INV;0;;;;0;;;0;0;;0;;;;;0,5238;709.223999.310110.99.99.999.99999.99999;Expense Item
223;1F26-04182;MOLDE PARA TAMPA ABERTA;MOLD FOR OPEN LID;CONSUMABLE MATERIAL CREDIT;1;84807100;99;99;90;INV;0;;;;0;;;0;0;;0;;;;;0,11;709.223999.310110.99.99.999.99999.99999;Expense Item
223;1F26-04183;MOLDE P ABERTO;OPEN P MOLD;CONSUMABLE MATERIAL CREDIT;1;84807100;99;99;90;INV;0;;;;0;;;0;0;;0;;;;;0,5238;709.223999.310110.99.99.999.99999.99999;Expense Item
223;1F26-04185;MOLDE P FECHADO;CLOSED P MOLD;CONSUMABLE MATERIAL CREDIT;1;84807100;99;99;90;INV;0;;;;0;;;0;0;;0;;;;;0,5238;709.223999.310110.99.99.999.99999.99999;Expense Item
223;1F6000-52-02;DISPOSITO DE FIXACAO P/ USINAGEM P577588;CLAMPING DEVICE FOR MACHINING P577588;FIXED ASSET;0;73269090;08;99;90;INV;1006200;;;;0;;;0;0;;0;;;;;165;709.223999.310110.99.99.999.99999.99999;Tool Item
223;1F6000-52-03;FERRAM. INJ.SOB PRESSAO ALUMINIO P577116;FERRAM. ALUMINUM PRESSURE INJECTION P577116;FIXED ASSET;0;84804100;08;99;90;INV;;;;;0;;;0;0;;0;;;;;330;709.223999.310110.99.99.999.99999.99999;Tool Item
223;1F6000-52-04;DISPOSITO DE FIXACAO P USINAGEM P577116;FASTENING DEVICE FOR MACHINING P577116;FIXED ASSET;0;73269090;08;99;90;INV;1006200;;;;0;;;0;0;;0;;;;;220;709.223999.310110.99.99.999.99999.99999;Tool Item
223;1F6000-52-12;FERRAMENTAL PARA FORMAR PERFIL P943863;TOOLS FOR FORMING PROFILE P943863;FIXED ASSET;0;84621900;08;99;90;INV;;;;;0;;;;0;;0;;;;;220;709.223999.310110.99.99.999.99999.99999;Tool Item
223;1F6000-52-14;DISPOSITIVO DE CALIBRACAO DE DIAMETRO P776106;DIAMETER CALIBRATION DEVICE P776106;FIXED ASSET;0;84621900;08;99;90;INV;;;;;0;;;;0;;0;;;;;33;709.223999.310110.99.99.999.99999.99999;Tool Item
223;1F6000-53-01;PARAFUSADEIRA ELECTRICA TIPO EMBREAGEM;CLUTCH TYPE ELECTRIC SCREWDRIVER;FIXED ASSET;0;84672992;08;99;90;INV;0801900;;;;0;;;0;0;;0;;;;;0,88;709.223999.310110.99.99.999.99999.99999;Tool Item
223;1F6000-53-10;CONVERSOR DE VOLTAGEM PARA APERTADEIRA;VOLTAGE CONVERTER FOR NUMBERS;FIXED ASSET;0;85044030;08;99;90;INV;1200100;;;;0;;;;0;;0;;;;;0,11;709.223999.310110.99.99.999.99999.99999;Tool Item
223;1F6000-53-11;TORQUIMETRO ESTRALO 6,8 NEWTONS;ESTRALO TORQUE METER 6.8 NEWTONS;FIXED ASSET;0;82055900;08;99;90;INV;0801000;;;;0;;;0;0;;0;;;;;1,1;709.223999.310110.99.99.999.99999.99999;Tool Item
223;1F6000-53-61;TORQUIMETRO CSP3N4X8D  0.3 A 3NM;TORQUE METER CSP3N4X8D 0.3 TO 3NM;FIXED ASSET;0;82042000;08;99;90;INV;0800900;;;;0;;;0;0;;0;;;;;0,22;709.223999.310110.99.99.999.99999.99999;Tool Item
223;1F26-04249;MOLDE P ABERTO;OPEN P MOLD;CONSUMABLE MATERIAL CREDIT;1;84807100;99;99;90;INV;0;;;;0;;;0;0;;0;;;;;0,11;709.223999.310110.99.99.999.99999.99999;Expense Item
223;1F26-04251;MOLDE P FECHADO;CLOSED P MOLD;CONSUMABLE MATERIAL CREDIT;1;84807100;99;99;90;INV;0;;;;0;;;0;0;;0;;;;;1,1;709.223999.310110.99.99.999.99999.99999;Expense Item
223;1F26-04267;MOLDE PARA TAMPA FECHADA;MOLD FOR CLOSED LID;CONSUMABLE MATERIAL CREDIT;1;84807100;99;99;90;INV;0;;;;0;;;0;0;;0;;;;;0,11;709.223999.310110.99.99.999.99999.99999;Expense Item
223;1F26-04402;MOLDE P ABERTO;OPEN P MOLD;CONSUMABLE MATERIAL CREDIT;1;84807100;99;99;90;INV;0;;;;0;;;0;0;;0;;;;;0,5238;709.223999.310110.99.99.999.99999.99999;Expense Item
223;1F26-04425;MOLDE P ABERTO;OPEN P MOLD;CONSUMABLE MATERIAL CREDIT;1;84807100;99;99;90;INV;0;;;;0;;;0;0;;0;;;;;0,11;709.223999.310110.99.99.999.99999.99999;Expense Item
223;1F26-04507;MOLDE FECHADO;CLOSED MOLD;CONSUMABLE MATERIAL CREDIT;1;84807100;99;99;90;INV;0;;;;0;;;0;0;;0;;;;;0,33;709.223999.310110.99.99.999.99999.99999;Expense Item
223;1F26-04626;MOLDE P ABERTO;OPEN P MOLD;CONSUMABLE MATERIAL CREDIT;1;84807100;99;99;90;INV;0;;;;0;;;0;0;;0;;;;;0,5238;709.223999.310110.99.99.999.99999.99999;Expense Item
223;1F26-04752;MOLDE FECHADO;CLOSED MOLD;CONSUMABLE MATERIAL CREDIT;1;84807100;99;99;90;INV;0;;;;0;;;0;0;;0;;;;;0,33;709.223999.310110.99.99.999.99999.99999;Expense Item
223;1F26-04755;MOLDE P FECHADO;CLOSED P MOLD;CONSUMABLE MATERIAL CREDIT;1;84807100;99;99;90;INV;0;;;;0;;;0;0;;0;;;;;0,5238;709.223999.310110.99.99.999.99999.99999;Expense Item
223;1F6000-51-21;MOLDE DE INJ PLAST CNH BR51 - BAFFLE;INJ PLAST CNH BR51 MOLD - BAFFLE;FIXED ASSET;0;84807100;08;99;90;INV;;;;;0;;;0;0;;0;;;;;4400;709.223999.310110.99.99.999.99999.99999;Tool Item
223;1F6000-51-22;MOLDE DE INJ PLAST MAN TAURUS - BODY;INJ PLAST MAN TAURUS MOLD - BODY;FIXED ASSET;0;84807100;08;99;90;INV;;;;;0;;;0;0;;0;;;;;7700;709.223999.310110.99.99.999.99999.99999;Tool Item
223;1F6000-51-23;MOLDE DE INJECAO DO GRID INLET COM 1 CAVIDADE;GRID INLET INJECTION MOLD WITH 1 CAVITY;RESALE_NAC;0;84807100;00;99;90;INV;0199900;;;;0;;;0;0;;0;;;;;2200;709.372999.311111.99.99.999.99999.99999;Tool Item
223;1F6000-52-01;FERRAM. INJ.SOB PRESSAO ALUMINIO P577588;FERRAM. ALUMINUM PRESSURE INJECTION P577588;FIXED ASSET;0;84804100;08;99;90;INV;;;;;0;;;0;0;;0;;;;;330;709.223999.310110.99.99.999.99999.99999;Tool Item
223;1F6000-52-011;DISPOSITIVO CONEXAO E INTERFACE LEAK TEST P577586;DEVICE CONNECTION AND INTERFACE LEAK TEST P577586;FIXED ASSET;0;90261019;08;99;90;INV;;;;;0;;;0;0;;0;;;;;4,4;709.223999.310110.99.99.999.99999.99999;Tool Item
223;1F6000-52-012;DISPOSITIVO CONEXAO E INTERFACE LEAK TEST P577587;DEVICE CONNECTION AND INTERFACE LEAK TEST P577587;FIXED ASSET;0;90261019;08;99;90;INV;0107900;;;;0;;;0;0;;0;;;;;4,4;709.223999.310110.99.99.999.99999.99999;Tool Item
223;1F6000-52-013;DISPOSITIVO CONEXAO E INTERFACE LEAK TEST P577115;DEVICE CONNECTION AND INTERFACE LEAK TEST P577115;FIXED ASSET;0;90261019;08;99;90;INV;;;;;0;;;0;0;;0;;;;;4,4;709.223999.310110.99.99.999.99999.99999;Tool Item
223;1F6000-52-014;DISPOSITIVO CONEXAO E INTERFACE LEAK TEST P574842;DEVICE CONNECTION AND INTERFACE LEAK TEST P574842;FIXED ASSET;0;90261019;08;99;90;INV;;;;;0;;;0;0;;0;;;;;4,4;709.223999.310110.99.99.999.99999.99999;Tool Item
223;1F6000-52-015;DISPOSITIVO CONEXAO E INTERFACE LEAK TEST P577229;DEVICE CONNECTION AND INTERFACE LEAK TEST P577229;FIXED ASSET;0;90261019;08;99;90;INV;;;;;0;;;0;0;;0;;;;;4,4;709.223999.310110.99.99.999.99999.99999;Tool Item
223;403423 OPTION CLASS;COLETOR DFE 3-6;DFE 3-6 COLLECTOR OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;403523;COLETOR DFE 2-8;DFE 2-8 COLLECTOR;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;403523 OPTION CLASS;COLETOR DFE 2-8;DFE 2-8 COLLECTOR OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;403623;COLETOR DFE 3-12;DFE 3-12 COLLECTOR;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;403623 OPTION CLASS;COLETOR DFE 3-12;DFE 3-12 COLLECTOR OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;403823;DFE 4-16;DFE 4-16;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;403823 OPTION CLASS;COLETOR DFE 4-16;DFE 4-16 OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;403923;COLETOR DFE 3-18;DFE 3-18 COLLECTOR;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;403923 OPTION CLASS;COLETOR DFE 3-18;DFE 3-18 COLLECTOR OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;404023;DFE 5-20;DFE 5-20;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;404023 OPTION CLASS;COLETOR DFE 5-20;DFE 5-20 OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;404123;COLETOR DFE 4-24;DFE 4-24 COLLECTOR;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;404123 OPTION CLASS;COLETOR DFE 4-24;DFE 4-24 COLLECTOR OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;404223;COLETOR DFE 3-24;DFE 3-24 COLLECTOR;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;404223 OPTION CLASS;COLETOR DFE 3-24;DFE 3-24 COLLECTOR OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;404323;DFE 5-30;DFE 5-30;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;404323 OPTION CLASS;COLETOR DFE 5-30;DFE 5-30 OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;404423;COLETOR DFE 4-32;DFE 4-32 COLLECTOR;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;404423 OPTION CLASS;COLETOR DFE 4-32;DFE 4-32 COLLECTOR OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;404523;COLETOR DFE 3-36;DFE 3-36 COLLECTOR;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;404523 OPTION CLASS;COLETOR DFE 3-36;DFE 3-36 COLLECTOR OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;404623;COLETOR DFE 5-40 DOWNFLO;DFE 5-40 DOWNFLO COLLECTOR;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;404623 OPTION CLASS;COLETOR DFE 5-40 DOWNFLO;DFE 5-40 DOWNFLO COLLECTOR OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;404723;COLETOR DFE 4-48;DFE 4-48 COLLECTOR;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;404723 OPTION CLASS;COLETOR DFE 4-48;DFE 4-48 COLLECTOR OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;404923;COLETOR DE DOWNFLO DFE 5-60;DFE 5-60 DOWNFLO COLLECTOR;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;404923 OPTION CLASS;COLETOR DFE 5-60 DOWNFLO;DFE 5-60 DOWNFLO COLLECTOR OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;074123;VIBRA SHAKE 1200;VIBRA SHAKE 1200;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;074123 OPTION CLASS;VIBRA SHAKE 1200;VIBRA SHAKE 1200 OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;074423;VIBRA SHAKE 3000;VIBRA SHAKE 3000;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;074423 OPTION CLASS;VIBRA SHAKE 3000;VIBRA SHAKE 3000 OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;130723;16 MODELO DE BASE DE CICLONE AW;16 CYCLONE BASE MODEL AW;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;130723 OPTION CLASS;16 CICLONE AW BASE;16 CYCLONE BASE MODEL AW OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;131923;MODELO BASE DE 20 CICLOS;20 CYC BASE MODEL;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;131923 OPTION CLASS;MODELO BASE 20 CYC;20 CYC BASE MODEL OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;133123;MODELO BASE DE 24 CICLOS;24 CYC BASE MODEL;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;133123 OPTION CLASS;MODELO BASE 24 CYC;24 CYC BASE MODEL OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;134123;MODELO BASE DE 30 CICLOS;30 CYC BASE MODEL;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;134123 OPTION CLASS;MODELO BASE 30 CYC;30 CYC BASE MODEL OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;135123;CICLONE TORIT 36-36;TORIT CYCLONE 36-36;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;135123 OPTION CLASS;TORIT CYCLONE 36-36 CYC;TORIT CYCLONE 36-36 OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;136123;MODELO BASE 44-40 CYC - KD;44-40 CYC BASE MODEL - KD;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;136123 OPTION CLASS;MODELO BASE 40-44 CYC;44-40 CYC BASE MODEL - KD OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;161223;DB-3000;DB-3000;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;161223 OPTION CLASS;DB-3000 MODELO BASE;DB-3000 OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;209023;376 RFW AW;376 RFW AW;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;209023 OPTION CLASS;376 RFW AW;376 RFW AW OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;211623;156 RFW 10 AW;156 RFW 10 AW;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;211623 OPTION CLASS;156 RFWC AW;156 RFW 10 AW OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;220623;MODELO BASE CVP-2;CPV-2 BASE MODEL;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;220623 OPTION CLASS;MODELO BASE CPV-2;CVP-2 BASE MODEL OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;220723;MODELO BASE CPV-3;CPV-3 BASE MODEL;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;220723 OPTION CLASS;MODELO BASE CPV-3;CPV-3 BASE MODEL OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;220823;MODELO BASE CPV 4;CPV 4 BASE MODEL;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;220823 OPTION CLASS;MODELO BASE CPV 4;CPV 4 BASE MODEL OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;221223;MODELO BASE CPC-16;CPC-16 BASE MODEL;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;221223 OPTION CLASS;MODELO BASE CPC-16;CPC-16 BASE MODEL OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;221823;MODELO BASE CPC-6;CPC-6 BASE MODEL;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;221823 OPTION CLASS;MODELO BASE CPC-6;CPC-6 BASE MODEL OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;221923;MODELO BASE CPC8;CPC8 BASE MODEL;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;221923 OPTION CLASS;MODELO BASE CPC8;CPC8 BASE MODEL OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;222423;MODELO BASE CPV-6;CPV-6 BASE MODEL;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;222423 OPTION CLASS;MODELO BASE CPV-6;CPV-6 BASE MODEL OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;222523;MODELO BASE CPV 8;CPV 8 BASE MODEL;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;222523 OPTION CLASS;MODELO BASE CPV 8;CPV 8 BASE MODEL OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;222623;MODELO BASE CPV-12;CPV-12 BASE MODEL;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;222623 OPTION CLASS;MODELO BASE CPV-12;CPV-12 BASE MODEL OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;224523;882 LP 2019;882 LP 2019;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;224523 OPTION CLASS;882 LP 2019 CLASSE OPCIONAL;882 LP 2019 OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;225523;VSD TODOS OS TAMANHOS;VSD ALL SIZES;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;225523 OPTION CLASS;VSD PARA TODOS OS TAMANHOS;VSD ALL SIZES OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;290123;DALAMATIC DLMV 4/7;DALAMATIC DLMV 4/7;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;290123 OPTION CLASS;DALAMATIC DLMV 4/7;DALAMATIC DLMV 4/7 OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;291323 OPTION CLASS;DALAMATIC DLMV 30/10;DALAMATIC DLMV 30/10 OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;291423;DALAMATIC DLMV 30/15;DALAMATIC DLMV 30/15;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;291423 OPTION CLASS;DALAMATIC DLMV 30/15;DALAMATIC DLMV 30/15 OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;325023;MODELO BASE DLMC 1/2/15;DLMC 1/2/15 BASE MODEL;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;10;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;325023 OPTION CLASS;MODELO BASE DLMC 1/2/15;DLMC 1/2/15 BASE MODEL OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;10;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;405123;COLETOR DE POEIRA DFE 4-64;DFE 4-64 DUST COLLECTOR;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
223;405123 OPTION CLASS;COLETOR DE PO DFE 4-64;DFE 4-64 DUST COLLECTOR OPTION CLASS;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Option Class Item
223;405423;COLETOR DFE 4-80 DOWNFLO;DFE 4-80 DOWNFLO COLLECTOR;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;0;;;;;;;;709.372999.311111.99.99.999.99999.99999;ATO Model Item
